employee_id,effective_date,change_type,old_job_level,new_job_level,old_department,new_department,old_sub_department,new_sub_department,old_job_title,new_job_title,old_manager_id,new_manager_id
EMP-0393,2022-03-03,Hire,,IC2,,Sales,,Sales Engineering,,Sales Engineer,,EMP-0038
EMP-0394,2022-10-01,Hire,,IC3,,G&A,,IT,,Senior Systems Administrator,,EMP-0126
EMP-0395,2025-03-30,Hire,,IC3,,Engineering,,AI/ML,,Senior ML Engineer,,EMP-0029
EMP-0396,2022-05-14,Hire,,IC3,,Engineering,,AI/ML,,Senior ML Engineer,,EMP-0185
EMP-0396,2023-10-22,Promotion,IC3,IC4,Engineering,Engineering,AI/ML,AI/ML,Senior ML Engineer,Staff ML Engineer,EMP-0185,EMP-0185
EMP-0397,2022-08-27,Hire,,IC3,,Engineering,,Platform,,Senior Software Engineer,,EMP-0165
EMP-0398,2021-10-07,Hire,,IC2,,Sales,,Sales Engineering,,Sales Engineer,,EMP-0038
EMP-0398,2023-07-04,Promotion,IC2,IC3,Sales,Sales,Sales Engineering,Sales Engineering,Sales Engineer,Senior Sales Engineer,EMP-0038,EMP-0038
EMP-0399,2022-04-21,Hire,,IC2,,Marketing,,Content,,Content Marketing Manager,,EMP-0156
EMP-0399,2023-10-10,Promotion,IC2,IC3,Marketing,Marketing,Content,Content,Content Marketing Manager,Senior Content Marketing Manager,EMP-0156,EMP-0156
EMP-0400,2022-01-28,Hire,,IC1,,People,,DEIB,,DEIB Coordinator,,EMP-0178
EMP-0400,2023-08-30,Promotion,IC1,IC2,People,People,DEIB,DEIB,DEIB Coordinator,DEIB Specialist,EMP-0178,EMP-0178
EMP-0400,2023-08-30,Lateral Transfer,IC2,IC2,People,People,DEIB,Total Rewards,DEIB Specialist,Compensation Analyst,EMP-0178,EMP-0178
EMP-0401,2021-01-01,Hire,,IC3,,Engineering,,Data,,Senior Data Engineer,,EMP-0028
EMP-0401,2023-02-15,Promotion,IC3,IC4,Engineering,Engineering,Data,Data,Senior Data Engineer,Staff Data Engineer,EMP-0028,EMP-0028
EMP-0401,2023-02-15,Manager Change,IC4,IC4,Engineering,Engineering,Data,Data,Staff Data Engineer,Staff Data Engineer,EMP-0028,EMP-0036
EMP-0402,2022-02-11,Hire,,IC3,,Sales,,SDR,,Staff SDR,,EMP-0030
EMP-0403,2022-09-22,Hire,,IC1,,Sales,,Account Management,,Junior Account Manager,,EMP-0182
EMP-0404,2025-01-09,Hire,,IC3,,Customer Success,,Implementation,,Senior Implementation Specialist,,EMP-0037
EMP-0405,2021-08-23,Hire,,IC1,,Marketing,,Brand,,Marketing Coordinator,,EMP-0046
EMP-0405,2023-06-12,Promotion,IC1,IC2,Marketing,Marketing,Brand,Brand,Marketing Coordinator,Brand Manager,EMP-0046,EMP-0046
EMP-0405,2023-06-12,Lateral Transfer,IC2,IC2,Marketing,Marketing,Brand,Growth,Brand Manager,Growth Marketing Manager,EMP-0046,EMP-0046
EMP-0405,2023-06-12,Manager Change,IC2,IC2,Marketing,Marketing,Growth,Growth,Growth Marketing Manager,Growth Marketing Manager,EMP-0046,EMP-0170
EMP-0406,2022-06-04,Hire,,IC3,,Engineering,,Data,,Senior Data Engineer,,EMP-0181
EMP-0407,2021-09-04,Hire,,IC2,,Engineering,,Platform,,Software Engineer,,EMP-0028
EMP-0407,2023-06-18,Promotion,IC2,IC3,Engineering,Engineering,Platform,Platform,Software Engineer,Senior Software Engineer,EMP-0028,EMP-0028
EMP-0407,2023-06-18,Manager Change,IC3,IC3,Engineering,Engineering,Platform,Platform,Senior Software Engineer,Senior Software Engineer,EMP-0028,EMP-0142
EMP-0408,2021-11-04,Hire,,IC3,,Engineering,,Infrastructure,,Senior Software Engineer,,EMP-0176
EMP-0409,2021-11-20,Hire,,IC2,,Product,,UX Research,,UX Researcher,,EMP-0149
EMP-0409,2023-07-26,Promotion,IC2,IC3,Product,Product,UX Research,UX Research,UX Researcher,Senior UX Researcher,EMP-0149,EMP-0149
EMP-0409,2023-07-26,Lateral Transfer,IC3,IC3,Product,Product,UX Research,Product Management,Senior UX Researcher,Senior Product Manager,EMP-0149,EMP-0149
EMP-0410,2021-10-06,Hire,,IC1,,Sales,,SDR,,Sales Development Representative,,EMP-0030
EMP-0410,2023-07-04,Promotion,IC1,IC2,Sales,Sales,SDR,SDR,Sales Development Representative,Senior SDR,EMP-0030,EMP-0030
EMP-0410,2023-07-04,Manager Change,IC2,IC2,Sales,Sales,SDR,SDR,Senior SDR,Senior SDR,EMP-0030,EMP-0143
EMP-0411,2022-10-16,Hire,,IC1,,Engineering,,Infrastructure,,Associate Software Engineer,,EMP-0165
EMP-0411,2024-01-07,Lateral Transfer,IC1,IC1,Engineering,Engineering,Infrastructure,Platform,Associate Software Engineer,Associate Software Engineer,EMP-0165,EMP-0165
EMP-0412,2021-10-15,Hire,,IC3,,Sales,,SDR,,Staff SDR,,EMP-0030
EMP-0412,2023-07-08,Lateral Transfer,IC3,IC3,Sales,Sales,SDR,Account Executive,Staff SDR,Senior Account Executive,EMP-0030,EMP-0030
EMP-0412,2023-07-08,Manager Change,IC3,IC3,Sales,Sales,Account Executive,Account Executive,Senior Account Executive,Senior Account Executive,EMP-0030,EMP-0147
EMP-0413,2022-09-27,Hire,,IC2,,Sales,,Sales Engineering,,Sales Engineer,,EMP-0038
EMP-0414,2022-02-12,Hire,,IC2,,Product,,Product Management,,Product Manager,,EMP-0149
EMP-0414,2023-09-06,Promotion,IC2,IC3,Product,Product,Product Management,Product Management,Product Manager,Senior Product Manager,EMP-0149,EMP-0149
EMP-0415,2021-10-01,Hire,,IC2,,Engineering,,AI/ML,,Software Engineer,,EMP-0185
EMP-0415,2023-07-01,Promotion,IC2,IC3,Engineering,Engineering,AI/ML,AI/ML,Software Engineer,Senior ML Engineer,EMP-0185,EMP-0185
EMP-0416,2022-07-29,Hire,,IC1,,Engineering,,AI/ML,,Associate Software Engineer,,EMP-0029
EMP-0416,2023-11-29,Promotion,IC1,IC2,Engineering,Engineering,AI/ML,AI/ML,Associate Software Engineer,Software Engineer,EMP-0029,EMP-0029
EMP-0417,2024-02-02,Hire,,IC3,,Engineering,,Infrastructure,,Senior Software Engineer,,EMP-0176
EMP-0418,2022-04-12,Hire,,IC1,,Sales,,Account Management,,Junior Account Manager,,EMP-0147
EMP-0418,2023-10-06,Lateral Transfer,IC1,IC1,Sales,Sales,Account Management,Account Executive,Junior Account Manager,Junior Account Executive,EMP-0147,EMP-0147
EMP-0419,2021-04-07,Hire,,IC3,,Engineering,,Platform,,Senior Software Engineer,,EMP-0029
EMP-0419,2023-04-04,Promotion,IC3,IC4,Engineering,Engineering,Platform,Platform,Senior Software Engineer,Staff Software Engineer,EMP-0029,EMP-0029
EMP-0419,2023-04-04,Manager Change,IC4,IC4,Engineering,Engineering,Platform,Platform,Staff Software Engineer,Staff Software Engineer,EMP-0029,EMP-0158
EMP-0420,2022-09-24,Hire,,IC3,,Engineering,,Platform,,Senior Software Engineer,,EMP-0158
EMP-0421,2022-03-25,Hire,,IC2,,Sales,,Sales Engineering,,Sales Engineer,,EMP-0038
EMP-0422,2022-09-06,Hire,,IC2,,G&A,,IT,,Systems Administrator,,EMP-0126
EMP-0423,2021-11-06,Hire,,IC3,,Product,,UX Research,,Senior UX Researcher,,EMP-0149
EMP-0423,2023-07-19,Promotion,IC3,IC4,Product,Product,UX Research,UX Research,Senior UX Researcher,Staff UX Researcher,EMP-0149,EMP-0149
EMP-0423,2023-07-19,Lateral Transfer,IC4,IC4,Product,Product,UX Research,Product Management,Staff UX Researcher,Staff Product Manager,EMP-0149,EMP-0149
EMP-0424,2022-03-05,Hire,,IC3,,G&A,,Legal,,Corporate Counsel,,EMP-012
EMP-0424,2023-09-17,Manager Change,IC3,IC3,G&A,G&A,Legal,Legal,Corporate Counsel,Corporate Counsel,EMP-012,EMP-0179
EMP-0425,2022-02-07,Hire,,IC3,,Sales,,Sales Engineering,,Senior Sales Engineer,,EMP-0038
EMP-0426,2022-07-17,Hire,,IC2,,Sales,,Account Executive,,Account Executive,,EMP-0147
EMP-0426,2023-11-23,Promotion,IC2,IC3,Sales,Sales,Account Executive,Account Executive,Account Executive,Senior Account Executive,EMP-0147,EMP-0147
EMP-0427,2022-04-16,Hire,,IC3,,Sales,,Account Executive,,Senior Account Executive,,EMP-0146
EMP-0427,2023-10-08,Promotion,IC3,IC4,Sales,Sales,Account Executive,Account Executive,Senior Account Executive,Enterprise Account Executive,EMP-0146,EMP-0146
EMP-0428,2022-08-22,Hire,,IC1,,Sales,,Sales Engineering,,Junior Sales Engineer,,EMP-0143
EMP-0428,2023-12-11,Lateral Transfer,IC1,IC1,Sales,Sales,Sales Engineering,SDR,Junior Sales Engineer,Sales Development Representative,EMP-0143,EMP-0143
EMP-0429,2022-07-29,Hire,,IC1,,Product,,Product Management,,Associate Product Manager,,EMP-0149
EMP-0429,2023-11-29,Promotion,IC1,IC2,Product,Product,Product Management,Product Management,Associate Product Manager,Product Manager,EMP-0149,EMP-0149
EMP-0430,2025-03-03,Hire,,IC3,,Engineering,,Infrastructure,,Senior Software Engineer,,EMP-0130
EMP-0431,2021-09-22,Hire,,IC1,,Product,,UX Research,,Associate UX Researcher,,EMP-0149
EMP-0431,2023-06-27,Promotion,IC1,IC2,Product,Product,UX Research,UX Research,Associate UX Researcher,UX Researcher,EMP-0149,EMP-0149
EMP-0431,2023-06-27,Lateral Transfer,IC2,IC2,Product,Product,UX Research,Product Management,UX Researcher,Product Manager,EMP-0149,EMP-0149
EMP-0432,2022-06-14,Hire,,IC2,,Engineering,,Platform,,Software Engineer,,EMP-0158
EMP-0432,2023-11-06,Promotion,IC2,IC3,Engineering,Engineering,Platform,Platform,Software Engineer,Senior Software Engineer,EMP-0158,EMP-0158
EMP-0433,2023-07-09,Hire,,IC3,,Engineering,,Data,,Senior Data Engineer,,EMP-0034
EMP-0434,2021-01-19,Hire,,IC1,,Engineering,,Platform,,Associate Software Engineer,,EMP-0028
EMP-0434,2023-02-24,Promotion,IC1,IC2,Engineering,Engineering,Platform,Platform,Associate Software Engineer,Software Engineer,EMP-0028,EMP-0028
EMP-0434,2023-02-24,Manager Change,IC2,IC2,Engineering,Engineering,Platform,Platform,Software Engineer,Software Engineer,EMP-0028,EMP-0165
EMP-0435,2021-03-23,Hire,,IC2,,Sales,,Sales Engineering,,Sales Engineer,,EMP-0026
EMP-0435,2023-03-27,Promotion,IC2,IC3,Sales,Sales,Sales Engineering,Sales Engineering,Sales Engineer,Senior Sales Engineer,EMP-0026,EMP-0026
EMP-0435,2023-03-27,Manager Change,IC3,IC3,Sales,Sales,Sales Engineering,Sales Engineering,Senior Sales Engineer,Senior Sales Engineer,EMP-0026,EMP-0038
EMP-0436,2022-07-04,Hire,,IC1,,G&A,,IT,,IT Support Specialist,,EMP-0126
EMP-0437,2022-03-23,Hire,,IC2,,Engineering,,AI/ML,,Software Engineer,,EMP-0044
EMP-0437,2023-09-26,Promotion,IC2,IC3,Engineering,Engineering,AI/ML,AI/ML,Software Engineer,Senior ML Engineer,EMP-0044,EMP-0044
EMP-0438,2021-10-14,Hire,,IC3,,Engineering,,Infrastructure,,Senior Software Engineer,,EMP-0023
EMP-0438,2023-07-08,Manager Change,IC3,IC3,Engineering,Engineering,Infrastructure,Infrastructure,Senior Software Engineer,Senior Software Engineer,EMP-0023,EMP-0130
EMP-0439,2022-05-25,Hire,,IC2,,Product,,Design,,Product Designer,,EMP-0035
EMP-0439,2023-10-27,Promotion,IC2,IC3,Product,Product,Design,Design,Product Designer,Senior Product Designer,EMP-0035,EMP-0035
EMP-0440,2021-10-22,Hire,,IC3,,Customer Success,,Support,,Staff Support Specialist,,EMP-0125
EMP-0441,2022-05-22,Hire,,IC2,,Sales,,Account Management,,Account Manager,,EMP-0182
EMP-0441,2023-10-26,Promotion,IC2,IC3,Sales,Sales,Account Management,Account Management,Account Manager,Senior Account Manager,EMP-0182,EMP-0182
EMP-0442,2021-10-13,Hire,,IC1,,Marketing,,Product Marketing,,Marketing Coordinator,,EMP-0046
EMP-0442,2023-07-07,Promotion,IC1,IC2,Marketing,Marketing,Product Marketing,Product Marketing,Marketing Coordinator,Product Marketing Manager,EMP-0046,EMP-0046
EMP-0442,2023-07-07,Manager Change,IC2,IC2,Marketing,Marketing,Product Marketing,Product Marketing,Product Marketing Manager,Product Marketing Manager,EMP-0046,EMP-0164
EMP-0443,2024-12-11,Hire,,IC2,,Engineering,,AI/ML,,Software Engineer,,EMP-0185
EMP-0444,2025-02-15,Hire,,IC1,,Product,,UX Research,,Associate UX Researcher,,EMP-0127
EMP-0445,2022-07-29,Hire,,IC3,,Engineering,,AI/ML,,Senior ML Engineer,,EMP-0185
EMP-0446,2025-01-29,Hire,,IC1,,Sales,,Sales Engineering,,Junior Sales Engineer,,EMP-0030
EMP-0446,2025-02-28,Lateral Transfer,IC1,IC1,Sales,Sales,Sales Engineering,SDR,Junior Sales Engineer,Sales Development Representative,EMP-0030,EMP-0030
EMP-0447,2024-02-03,Hire,,IC1,,People,,HRBPs,,HR Coordinator,,EMP-0178
EMP-0447,2024-09-01,Lateral Transfer,IC1,IC1,People,People,HRBPs,People Ops,HR Coordinator,People Operations Coordinator,EMP-0178,EMP-0178
EMP-0448,2022-09-22,Hire,,IC1,,Engineering,,Infrastructure,,Associate Software Engineer,,EMP-0130
EMP-0449,2025-03-26,Hire,,IC1,,People,,HRBPs,,HR Coordinator,,EMP-0157
EMP-0449,2025-03-28,Lateral Transfer,IC1,IC1,People,People,HRBPs,Recruiting,HR Coordinator,Recruiting Coordinator,EMP-0157,EMP-0157
EMP-0450,2022-10-13,Hire,,IC1,,Sales,,Sales Engineering,,Junior Sales Engineer,,EMP-0143
EMP-0450,2024-01-06,Lateral Transfer,IC1,IC1,Sales,Sales,Sales Engineering,SDR,Junior Sales Engineer,Sales Development Representative,EMP-0143,EMP-0143
EMP-0451,2022-05-16,Hire,,IC1,,Engineering,,Platform,,Associate Software Engineer,,EMP-0165
EMP-0451,2023-10-23,Promotion,IC1,IC2,Engineering,Engineering,Platform,Platform,Associate Software Engineer,Software Engineer,EMP-0165,EMP-0165
EMP-0452,2021-11-06,Hire,,IC3,,G&A,,Facilities,,Senior Facilities Specialist,,EMP-012
EMP-0452,2023-07-19,Manager Change,IC3,IC3,G&A,G&A,Facilities,Facilities,Senior Facilities Specialist,Senior Facilities Specialist,EMP-012,EMP-0179
EMP-0453,2022-01-20,Hire,,IC1,,G&A,,IT,,IT Support Specialist,,EMP-012
EMP-0453,2023-08-26,Promotion,IC1,IC2,G&A,G&A,IT,IT,IT Support Specialist,Systems Administrator,EMP-012,EMP-012
EMP-0453,2023-08-26,Manager Change,IC2,IC2,G&A,G&A,IT,IT,Systems Administrator,Systems Administrator,EMP-012,EMP-0126
EMP-0454,2022-03-07,Hire,,IC1,,Engineering,,Infrastructure,,Associate Software Engineer,,EMP-0029
EMP-0454,2023-09-18,Lateral Transfer,IC1,IC1,Engineering,Engineering,Infrastructure,AI/ML,Associate Software Engineer,Associate Software Engineer,EMP-0029,EMP-0029
EMP-0455,2024-02-08,Hire,,IC3,,Marketing,,Product Marketing,,Senior Product Marketing Manager,,EMP-0170
EMP-0455,2024-09-03,Lateral Transfer,IC3,IC3,Marketing,Marketing,Product Marketing,Growth,Senior Product Marketing Manager,Senior Growth Marketing Manager,EMP-0170,EMP-0170
EMP-0456,2024-10-03,Hire,,IC1,,Engineering,,Platform,,Associate Software Engineer,,EMP-0124
EMP-0456,2024-12-31,Promotion,IC1,IC2,Engineering,Engineering,Platform,Platform,Associate Software Engineer,Software Engineer,EMP-0124,EMP-0124
EMP-0457,2022-11-24,Hire,,IC1,,G&A,,Finance,,Financial Analyst I,,EMP-0153
EMP-0457,2024-01-27,Promotion,IC1,IC2,G&A,G&A,Finance,Finance,Financial Analyst I,Financial Analyst II,EMP-0153,EMP-0153
EMP-0458,2021-11-12,Hire,,IC2,,Engineering,,Data,,Software Engineer,,EMP-0036
EMP-0458,2023-07-22,Promotion,IC2,IC3,Engineering,Engineering,Data,Data,Software Engineer,Senior Data Engineer,EMP-0036,EMP-0036
EMP-0459,2022-08-29,Hire,,IC3,,Engineering,,Platform,,Senior Software Engineer,,EMP-0124
EMP-0460,2021-12-25,Hire,,IC2,,Engineering,,Infrastructure,,Software Engineer,,EMP-0165
EMP-0460,2023-08-13,Promotion,IC2,IC3,Engineering,Engineering,Infrastructure,Infrastructure,Software Engineer,Senior Software Engineer,EMP-0165,EMP-0165
EMP-0460,2023-08-13,Lateral Transfer,IC3,IC3,Engineering,Engineering,Infrastructure,Platform,Senior Software Engineer,Senior Software Engineer,EMP-0165,EMP-0165
EMP-0461,2022-04-09,Hire,,IC2,,People,,DEIB,,DEIB Specialist,,EMP-0157
EMP-0461,2023-10-04,Lateral Transfer,IC2,IC2,People,People,DEIB,Recruiting,DEIB Specialist,Recruiter,EMP-0157,EMP-0157
EMP-0462,2022-05-19,Hire,,IC1,,Marketing,,Content,,Marketing Coordinator,,EMP-0156
EMP-0463,2021-04-12,Hire,,IC3,,Marketing,,Brand,,Senior Brand Manager,,EMP-0025
EMP-0463,2023-04-06,Promotion,IC3,IC4,Marketing,Marketing,Brand,Brand,Senior Brand Manager,Staff Brand Manager,EMP-0025,EMP-0025
EMP-0463,2023-04-06,Manager Change,IC4,IC4,Marketing,Marketing,Brand,Brand,Staff Brand Manager,Staff Brand Manager,EMP-0025,EMP-0156
EMP-0464,2021-10-02,Hire,,IC3,,Engineering,,Data,,Senior Data Engineer,,EMP-0036
EMP-0464,2023-07-02,Promotion,IC3,IC4,Engineering,Engineering,Data,Data,Senior Data Engineer,Staff Data Engineer,EMP-0036,EMP-0036
EMP-0465,2023-10-18,Hire,,IC2,,Customer Success,,Support,,Senior Support Specialist,,EMP-0125
EMP-0466,2022-10-21,Hire,,IC3,,Sales,,Account Executive,,Senior Account Executive,,EMP-0146
EMP-0467,2022-06-11,Hire,,IC3,,Customer Success,,Support,,Staff Support Specialist,,EMP-0125
EMP-0468,2024-05-03,Hire,,IC2,,Engineering,,Infrastructure,,Software Engineer,,EMP-0176
EMP-0469,2022-05-25,Hire,,IC3,,Customer Success,,Implementation,,Senior Implementation Specialist,,EMP-0037
EMP-0470,2022-05-06,Hire,,IC1,,Product,,UX Research,,Associate UX Researcher,,EMP-0127
EMP-0470,2023-10-18,Promotion,IC1,IC2,Product,Product,UX Research,UX Research,Associate UX Researcher,UX Researcher,EMP-0127,EMP-0127
EMP-0471,2022-08-14,Hire,,IC1,,Engineering,,Infrastructure,,Associate Software Engineer,,EMP-0176
EMP-0472,2022-08-11,Hire,,IC1,,Sales,,SDR,,Sales Development Representative,,EMP-0143
EMP-0472,2023-12-05,Promotion,IC1,IC2,Sales,Sales,SDR,SDR,Sales Development Representative,Senior SDR,EMP-0143,EMP-0143
EMP-0473,2021-09-15,Hire,,IC2,,People,,HRBPs,,HR Business Partner,,EMP-0025
EMP-0473,2023-06-23,Promotion,IC2,IC3,People,People,HRBPs,HRBPs,HR Business Partner,Senior HRBP,EMP-0025,EMP-0025
EMP-0474,2022-02-08,Hire,,IC1,,Engineering,,Platform,,Associate Software Engineer,,EMP-0158
EMP-0474,2023-09-04,Promotion,IC1,IC2,Engineering,Engineering,Platform,Platform,Associate Software Engineer,Software Engineer,EMP-0158,EMP-0158
EMP-0475,2021-04-06,Hire,,IC2,,Engineering,,Infrastructure,,Software Engineer,,EMP-0028
EMP-0475,2023-04-03,Promotion,IC2,IC3,Engineering,Engineering,Infrastructure,Infrastructure,Software Engineer,Senior Software Engineer,EMP-0028,EMP-0028
EMP-0475,2023-04-03,Manager Change,IC3,IC3,Engineering,Engineering,Infrastructure,Infrastructure,Senior Software Engineer,Senior Software Engineer,EMP-0028,EMP-0138
EMP-0476,2023-09-05,Hire,,IC2,,Marketing,,Brand,,Brand Manager,,EMP-0156
EMP-0477,2021-06-07,Hire,,IC3,,Marketing,,Content,,Senior Content Marketing Manager,,EMP-0046
EMP-0477,2023-05-04,Manager Change,IC3,IC3,Marketing,Marketing,Content,Content,Senior Content Marketing Manager,Senior Content Marketing Manager,EMP-0046,EMP-0156
EMP-0478,2022-03-22,Hire,,IC3,,Engineering,,Platform,,Senior Software Engineer,,EMP-0158
EMP-0478,2023-09-25,Promotion,IC3,IC4,Engineering,Engineering,Platform,Platform,Senior Software Engineer,Staff Software Engineer,EMP-0158,EMP-0158
EMP-0479,2021-07-23,Hire,,IC3,,Engineering,,Platform,,Senior Software Engineer,,EMP-0044
EMP-0479,2023-05-27,Promotion,IC3,IC4,Engineering,Engineering,Platform,Platform,Senior Software Engineer,Staff Software Engineer,EMP-0044,EMP-0044
EMP-0479,2023-05-27,Manager Change,IC4,IC4,Engineering,Engineering,Platform,Platform,Staff Software Engineer,Staff Software Engineer,EMP-0044,EMP-0165
EMP-0480,2022-08-13,Hire,,IC1,,Product,,Design,,Associate Product Designer,,EMP-0035
EMP-0480,2023-12-06,Promotion,IC1,IC2,Product,Product,Design,Design,Associate Product Designer,Product Designer,EMP-0035,EMP-0035
EMP-0481,2021-09-22,Hire,,IC1,,Sales,,SDR,,Sales Development Representative,,EMP-0030
EMP-0481,2023-06-27,Promotion,IC1,IC2,Sales,Sales,SDR,SDR,Sales Development Representative,Senior SDR,EMP-0030,EMP-0030
EMP-0482,2021-12-28,Hire,,IC2,,Marketing,,Product Marketing,,Product Marketing Manager,,EMP-0170
EMP-0482,2023-08-14,Promotion,IC2,IC3,Marketing,Marketing,Product Marketing,Product Marketing,Product Marketing Manager,Senior Product Marketing Manager,EMP-0170,EMP-0170
EMP-0482,2023-08-14,Lateral Transfer,IC3,IC3,Marketing,Marketing,Product Marketing,Growth,Senior Product Marketing Manager,Senior Growth Marketing Manager,EMP-0170,EMP-0170
EMP-0483,2022-01-11,Hire,,IC1,,Engineering,,Platform,,Associate Software Engineer,,EMP-0124
EMP-0483,2023-08-21,Promotion,IC1,IC2,Engineering,Engineering,Platform,Platform,Associate Software Engineer,Software Engineer,EMP-0124,EMP-0124
EMP-0484,2021-02-14,Hire,,IC3,,Engineering,,Infrastructure,,Senior Software Engineer,,EMP-0028
EMP-0484,2023-03-09,Promotion,IC3,IC4,Engineering,Engineering,Infrastructure,Infrastructure,Senior Software Engineer,Staff Software Engineer,EMP-0028,EMP-0028
EMP-0484,2023-03-09,Manager Change,IC4,IC4,Engineering,Engineering,Infrastructure,Infrastructure,Staff Software Engineer,Staff Software Engineer,EMP-0028,EMP-0176
EMP-0485,2022-08-24,Hire,,IC2,,Sales,,SDR,,Senior SDR,,EMP-0030
EMP-0486,2021-11-14,Hire,,IC3,,Sales,,Account Management,,Senior Account Manager,,EMP-0169
EMP-0486,2023-07-23,Lateral Transfer,IC3,IC3,Sales,Sales,Account Management,Account Executive,Senior Account Manager,Senior Account Executive,EMP-0169,EMP-0169
EMP-0487,2021-06-05,Hire,,IC2,,Marketing,,Growth,,Growth Marketing Manager,,EMP-0046
EMP-0487,2023-05-03,Promotion,IC2,IC3,Marketing,Marketing,Growth,Growth,Growth Marketing Manager,Senior Growth Marketing Manager,EMP-0046,EMP-0046
EMP-0487,2023-05-03,Manager Change,IC3,IC3,Marketing,Marketing,Growth,Growth,Senior Growth Marketing Manager,Senior Growth Marketing Manager,EMP-0046,EMP-0170
EMP-0488,2022-01-12,Hire,,IC1,,Engineering,,Data,,Associate Software Engineer,,EMP-0162
EMP-0488,2023-08-22,Promotion,IC1,IC2,Engineering,Engineering,Data,Data,Associate Software Engineer,Software Engineer,EMP-0162,EMP-0162
EMP-0489,2022-04-23,Hire,,IC2,,Engineering,,AI/ML,,Software Engineer,,EMP-0185
EMP-0489,2023-10-11,Promotion,IC2,IC3,Engineering,Engineering,AI/ML,AI/ML,Software Engineer,Senior ML Engineer,EMP-0185,EMP-0185
EMP-0490,2024-12-20,Hire,,IC2,,Engineering,,Data,,Software Engineer,,EMP-0034
EMP-0491,2022-01-04,Hire,,IC3,,Sales,,Sales Engineering,,Senior Sales Engineer,,EMP-0038
EMP-0491,2023-08-18,Lateral Transfer,IC3,IC3,Sales,Sales,Sales Engineering,Account Executive,Senior Sales Engineer,Senior Account Executive,EMP-0038,EMP-0038
EMP-0491,2023-08-18,Manager Change,IC3,IC3,Sales,Sales,Account Executive,Account Executive,Senior Account Executive,Senior Account Executive,EMP-0038,EMP-0147
EMP-0492,2022-05-21,Hire,,IC3,,Engineering,,AI/ML,,Senior ML Engineer,,EMP-0029
EMP-0492,2023-10-25,Promotion,IC3,IC4,Engineering,Engineering,AI/ML,AI/ML,Senior ML Engineer,Staff ML Engineer,EMP-0029,EMP-0029
EMP-0493,2023-11-28,Hire,,IC2,,Engineering,,Infrastructure,,Software Engineer,,EMP-0138
EMP-0494,2024-08-23,Hire,,IC1,,G&A,,Finance,,Financial Analyst I,,EMP-0153
EMP-0495,2025-02-16,Hire,,IC1,,Marketing,,Product Marketing,,Marketing Coordinator,,EMP-0170
EMP-0495,2025-03-09,Lateral Transfer,IC1,IC1,Marketing,Marketing,Product Marketing,Growth,Marketing Coordinator,Marketing Coordinator,EMP-0170,EMP-0170
EMP-0496,2021-08-04,Hire,,IC1,,Marketing,,Content,,Marketing Coordinator,,EMP-0046
EMP-0496,2023-06-02,Promotion,IC1,IC2,Marketing,Marketing,Content,Content,Marketing Coordinator,Content Marketing Manager,EMP-0046,EMP-0046
EMP-0496,2023-06-02,Lateral Transfer,IC2,IC2,Marketing,Marketing,Content,Growth,Content Marketing Manager,Growth Marketing Manager,EMP-0046,EMP-0046
EMP-0496,2023-06-02,Manager Change,IC2,IC2,Marketing,Marketing,Growth,Growth,Growth Marketing Manager,Growth Marketing Manager,EMP-0046,EMP-0170
EMP-0497,2022-11-28,Hire,,IC1,,Engineering,,Platform,,Associate Software Engineer,,EMP-0158
EMP-0497,2024-01-29,Promotion,IC1,IC2,Engineering,Engineering,Platform,Platform,Associate Software Engineer,Software Engineer,EMP-0158,EMP-0158
EMP-0498,2022-12-17,Hire,,IC1,,Engineering,,AI/ML,,Associate Software Engineer,,EMP-0029
EMP-0498,2024-02-07,Promotion,IC1,IC2,Engineering,Engineering,AI/ML,AI/ML,Associate Software Engineer,Software Engineer,EMP-0029,EMP-0029
EMP-0499,2022-06-21,Hire,,IC3,,Engineering,,AI/ML,,Senior ML Engineer,,EMP-0044
EMP-0500,2021-07-20,Hire,,IC1,,Customer Success,,Support,,Customer Support Specialist,,EMP-0139
EMP-0500,2023-05-26,Promotion,IC1,IC2,Customer Success,Customer Success,Support,Support,Customer Support Specialist,Senior Support Specialist,EMP-0139,EMP-0139
EMP-0500,2023-05-26,Manager Change,IC2,IC2,Customer Success,Customer Success,Support,Support,Senior Support Specialist,Senior Support Specialist,EMP-0139,EMP-0125
EMP-0501,2022-05-07,Hire,,IC3,,Engineering,,AI/ML,,Senior ML Engineer,,EMP-0044
EMP-0501,2023-10-18,Promotion,IC3,IC4,Engineering,Engineering,AI/ML,AI/ML,Senior ML Engineer,Staff ML Engineer,EMP-0044,EMP-0044
EMP-0502,2021-04-01,Hire,,IC1,,Engineering,,Infrastructure,,Associate Software Engineer,,EMP-0023
EMP-0502,2023-04-01,Promotion,IC1,IC2,Engineering,Engineering,Infrastructure,Infrastructure,Associate Software Engineer,Software Engineer,EMP-0023,EMP-0023
EMP-0502,2023-04-01,Manager Change,IC2,IC2,Engineering,Engineering,Infrastructure,Infrastructure,Software Engineer,Software Engineer,EMP-0023,EMP-0138
EMP-0503,2022-06-29,Hire,,IC1,,Engineering,,Data,,Associate Software Engineer,,EMP-0036
EMP-0504,2021-04-15,Hire,,IC3,,Sales,,Account Management,,Senior Account Manager,,EMP-0030
